survived,pclass,sex,age,sibsp,parch,title,deck,family_size,child
0,1,0,40,0,0,Mr,A,0,adult
0,3,1,26,0,0,Mrs,B,0,adult
0,2,1,1.5,0,1,Miss,B,2,child
1,3,0,27,0,0,Mr,A,0,adult
0,2,0,28,1,0,Mr,C,2,adult
1,3,1,42,0,0,Mrs,B,0,adult
0,2,0,10,0,1,Nobleman,D,2,child
0,2,1,1.5,2,2,Miss,D,6,child
0,1,0,43,0,0,Mr,D,0,adult
1,2,0,4,2,3,Nobleman,D,6,child
1,1,0,31,0,0,Mr,B,0,adult
0,2,0,25,0,0,Mr,D,0,adult
1,3,0,40,2,0,Mr,B,3,adult
1,2,1,34,0,0,Mrs,B,0,adult
1,1,0,60,0,0,Mr,D,0,adult
1,2,0,39,0,0,Mr,C,0,adult
1,3,1,4,1,2,Miss,B,4,child
0,2,1,33,0,0,Mrs,C,0,adult
0,2,0,27,0,0,Mr,B,0,adult
1,2,0,0.83,2,2,Nobleman,B,5,child
0,2,0,57,1,0,Mr,D,2,adult
0,2,1,31,1,1,Mrs,D,3,adult
0,2,1,33,0,0,Miss,B,0,adult
1,1,1,31,1,0,Mrs,D,2,adult
0,3,0,45,0,0,Mr,D,9,adult
1,2,0,27,0,0,Mr,D,0,adult
0,3,0,1,0,1,Nobleman,D,2,child
0,1,1,59,1,0,Mrs,B,2,adult
1,3,1,52,0,0,Mrs,B,0,adult
1,2,0,31,0,0,Mr,D,0,adult
1,3,0,31,0,0,Mr,B,0,adult
0,3,0,31,0,0,Mr,B,0,adult
0,2,0,35,1,0,Mr,B,2,adult
0,2,0,21,0,0,Mr,B,0,adult
0,2,0,60,1,0,Mr,E,2,adult
0,2,0,41,1,0,Mr,C,2,adult
0,3,0,29,0,0,Mr,A,0,adult
1,2,0,28,1,3,Mr,D,5,adult
0,2,1,34,0,0,Miss,B,0,adult
1,3,0,52,0,0,Mr,D,0,adult
0,3,0,28,0,0,Mr,D,0,adult
1,2,1,41,1,0,Mrs,D,2,adult
1,3,0,31,0,0,Mr,D,0,adult
0,2,0,24,0,0,Mr,A,0,adult
1,3,0,32,0,0,Mr,B,0,adult
0,3,0,44,0,0,Mr,B,3,adult
1,2,1,24,0,0,Miss,C,0,adult
0,2,0,70,0,0,Mr,D,0,adult
1,2,0,7,0,1,Nobleman,B,2,child
0,3,0,30,0,0,Mr,B,0,adult
1,2,0,3,2,2,Nobleman,D,5,child
0,2,0,28,0,0,Mr,B,0,adult
0,3,1,27,2,1,Mrs,D,3,adult
1,3,1,29,0,0,Miss,T,0,adult
1,2,0,36,0,0,Mr,T,0,adult
0,3,0,23,0,0,Mr,D,0,adult
0,1,1,43,0,0,Mrs,E,2,adult
0,3,1,29,0,1,Mrs,B,2,adult
0,2,0,27,0,0,Mr,B,0,adult
1,2,0,36,0,0,Dr,B,0,adult
0,2,0,21,0,0,Mr,C,0,adult
0,3,0,45,0,0,Mr,A,0,adult
1,1,0,29,0,0,Mr,B,0,adult
0,3,0,28,0,0,Mr,D,0,adult
1,1,0,55,0,0,Mr,B,0,adult
0,1,0,46,0,1,Mr,D,2,adult
0,2,0,22,1,1,Mr,B,3,adult
1,2,1,27,0,0,Miss,B,0,adult
0,2,1,30,0,0,Miss,A,0,adult
1,2,1,39,0,0,Mrs,E,0,adult
0,2,0,60,0,0,Mr,D,0,adult
0,2,0,7,0,0,Nobleman,E,0,child
1,2,0,32,1,0,Mr,D,2,adult
0,3,0,21,0,0,Mr,B,0,adult
1,1,1,30,0,1,Miss,B,2,adult
1,3,0,23,0,0,Mr,E,0,adult
0,3,0,41,0,0,Mr,D,0,adult
0,2,0,21,1,1,Mr,A,3,adult
0,3,0,27,0,0,Mr,B,2,adult
0,3,0,34,0,0,Mr,A,0,adult
1,1,0,45,0,0,Mr,A,0,adult
1,1,0,50,0,0,Mr,B,0,adult
1,3,1,25,0,2,Mrs,B,3,adult
1,1,0,34,0,0,Mr,B,0,adult
0,1,0,34,0,0,Mr,A,0,adult
1,2,0,26,0,0,Mr,T,2,adult
0,2,0,21,0,0,Mr,B,0,adult
0,2,0,38,0,0,Mr,B,0,adult
1,1,1,50,1,0,Mrs,B,2,adult
1,2,1,65,0,0,Mrs,C,0,adult
0,3,1,37,1,0,Mrs,B,2,adult
0,2,1,27,0,1,Mrs,T,2,adult
0,2,1,24,1,5,Mrs,D,5,adult
1,3,0,24,0,0,Mr,B,0,adult
0,2,1,26,1,0,Mrs,D,2,adult
0,2,0,51,1,0,Mr,C,2,adult
1,1,0,51,0,0,Nobleman,A,0,adult
0,3,0,23,0,0,Mr,D,0,adult
1,2,1,27,1,0,Mrs,D,2,adult
1,2,1,6,3,2,Miss,D,7,child
0,2,1,62,1,0,Mrs,B,6,adult
0,3,1,10,0,1,Miss,B,3,child
0,3,0,23,0,0,Mr,B,0,adult
0,1,1,57,1,0,Miss,B,2,adult
1,1,0,29,0,0,Mr,A,0,adult
0,2,0,35,1,1,Mr,D,3,adult
0,3,0,23,0,0,Mr,B,0,adult
0,1,1,20,0,1,Miss,B,3,adult
0,3,0,30,0,0,Mr,E,0,adult
1,2,1,11,0,1,Miss,D,2,child
1,3,1,33,0,0,Miss,B,0,adult
0,2,1,56,1,0,Mrs,E,2,adult
0,1,0,43,1,0,Mr,B,2,adult
1,1,1,29,1,0,Mrs,B,2,adult
0,2,1,28,0,0,Mrs,B,0,adult
1,2,0,32,0,0,Rev,A,0,adult
0,3,0,21,0,0,Mr,B,0,adult
0,1,1,1.5,3,2,Miss,E,8,child
0,2,0,38,1,2,Mr,A,4,adult
1,2,0,27,0,0,Mr,C,0,adult
0,3,1,54,0,0,Mrs,A,0,adult
0,2,0,26,1,0,Mr,T,2,adult
0,2,0,18,0,2,Mr,D,3,adult
1,2,1,36,0,0,Miss,B,0,adult
1,1,0,42,1,0,Mr,D,2,adult
0,2,1,13,0,0,Miss,D,0,child
1,2,1,37,0,0,Miss,C,2,adult
1,2,0,28,1,0,Mr,B,2,adult
1,1,0,39,0,0,Mr,B,0,adult
0,2,0,47,1,0,Mr,A,2,adult
1,1,0,42,0,0,Dr,B,0,adult
0,1,0,41,0,0,Mr,E,0,adult
0,2,1,37,0,0,Miss,E,0,adult
1,1,1,23,0,1,Miss,D,2,adult
0,1,0,14,5,2,Nobleman,D,8,child
0,1,0,1.5,0,0,Nobleman,D,4,child
0,3,0,0.3,5,1,Nobleman,D,7,child
0,3,1,40,1,1,Mrs,C,3,adult
1,2,1,23,0,0,Miss,D,0,adult
0,3,1,24,0,0,Miss,B,0,adult
0,3,0,4,2,2,Nobleman,D,5,child
0,2,0,36,1,0,Mr,E,2,adult
1,2,0,37,0,0,Rev,C,0,adult
1,3,0,38,0,0,Mr,B,0,adult
0,3,0,32,0,0,Mr,B,0,adult
1,2,0,31,0,0,Mr,B,0,adult
0,2,0,35,0,0,Mr,E,0,adult
0,2,1,36,0,0,Miss,E,0,adult
1,3,0,36,0,0,Mr,D,0,adult
1,2,0,35,0,0,Mr,D,0,adult
1,1,1,48,0,0,Miss,D,3,adult
0,3,1,25,0,1,Mrs,B,2,adult
1,3,1,29,0,0,Miss,D,0,adult
0,1,1,53,0,0,Mrs,E,2,adult
1,3,1,29,1,2,Mrs,B,4,adult
1,1,1,30,0,0,Miss,B,5,adult
0,3,0,37,0,0,Mr,B,0,adult
1,3,0,23,0,0,Mr,B,0,adult
0,3,0,26,0,0,Mr,E,0,adult
0,1,1,28,1,0,Mrs,B,3,adult
0,3,0,26,0,0,Mr,B,0,adult
1,2,1,51,0,1,Miss,C,2,adult
0,2,0,28,0,0,Mr,B,0,adult
0,2,0,30,0,0,Mr,D,0,adult
0,3,1,26,0,1,Mrs,D,3,adult
0,2,0,4,1,1,Nobleman,E,3,child
0,3,0,26,0,0,Mr,A,0,adult
0,2,1,22,1,0,Miss,C,2,adult
1,2,0,26,0,0,Dr,A,0,adult
0,1,0,44,0,0,Mr,B,0,adult
1,2,1,31,1,1,Mrs,D,3,adult
1,1,0,44,0,0,Mr,B,0,adult
0,2,1,9,1,2,Miss,B,5,child
1,3,0,32,0,0,Mr,D,9,adult
0,3,0,1.3,0,1,Nobleman,A,2,child
0,3,0,45,0,0,Mr,B,0,adult
0,2,0,33,1,1,Mr,D,3,adult
0,3,1,28,1,0,Miss,D,2,adult
0,3,0,27,0,0,Mr,B,0,adult
1,1,1,18,0,0,Miss,E,8,adult
0,2,1,33,1,3,Mrs,B,5,adult
0,1,0,39,0,0,Mr,D,0,adult
1,3,0,40,0,0,Mr,B,0,adult
0,2,0,32,0,0,Mr,D,0,adult
0,2,0,43,0,0,Mr,B,0,adult
1,2,0,62,0,0,Mr,E,0,adult
1,2,1,25,0,0,Miss,C,2,adult
1,2,1,32,1,1,Mrs,B,3,adult
0,1,0,26,0,0,Mr,D,0,adult
1,2,1,25,1,0,Mrs,T,2,adult
0,2,1,41,0,1,Mrs,D,2,adult
0,2,1,32,0,0,Miss,D,0,adult
0,3,1,26,2,1,Mrs,E,4,adult
0,2,1,19,0,0,Miss,E,0,adult
0,3,1,54,0,0,Mrs,B,0,adult
1,3,0,36,1,3,Mr,E,5,adult
0,2,1,29,0,1,Miss,B,3,adult
0,3,0,29,1,1,Mr,E,6,adult
0,1,0,40,0,0,Mr,B,2,adult
1,3,1,32,0,0,Mrs,D,0,adult
0,1,1,27,0,0,Mrs,A,0,adult
0,2,1,25,0,1,Miss,D,3,adult
0,2,1,41,0,1,Mrs,T,2,adult
1,2,0,10,0,1,Nobleman,D,2,child
0,3,0,10,1,2,Nobleman,D,4,child
1,3,0,22,0,0,Mr,B,0,adult
1,3,1,12,1,2,Miss,D,6,child
0,2,1,2,1,1,Miss,C,2,child
0,2,1,34,0,0,Miss,T,0,adult
1,1,0,41,0,0,Mr,D,0,adult
0,2,1,21,1,1,Mrs,B,3,adult
0,2,0,31,0,0,Mr,E,0,adult
1,2,1,65,0,0,Mrs,T,0,adult
0,2,0,21,0,0,Mr,B,0,adult
1,1,0,19,0,1,Mr,D,2,adult
0,2,1,38,0,1,Mrs,C,2,adult
0,3,0,3,0,2,Nobleman,D,3,child
0,2,1,29,0,0,Miss,E,0,adult
0,2,1,50,0,0,Mrs,B,0,adult
1,2,0,31,0,0,Mr,A,0,adult
0,2,0,45,0,0,Mr,D,0,adult
0,1,0,49,0,0,Mr,B,0,adult
0,1,0,38,0,0,Mr,B,0,adult
0,2,0,0.5,3,2,Nobleman,D,7,child
0,3,0,29,0,0,Mr,D,0,adult
1,2,1,29,0,2,Mrs,B,3,adult
0,2,0,29,1,0,Mr,B,4,adult
1,2,0,31,1,1,Mr,D,3,adult
0,1,1,39,1,0,Mrs,B,2,adult
0,2,1,8,1,1,Miss,E,2,child
0,1,0,32,0,0,Mr,D,0,adult
1,2,0,32,0,0,Mr,B,0,adult
1,1,0,46,1,3,Military,E,8,adult
0,1,0,60,0,0,Mr,B,0,adult
1,2,0,32,0,0,Mr,B,7,adult
1,2,0,37,1,0,Mr,T,2,adult
1,3,0,10,5,1,Nobleman,D,7,child
0,3,0,36,0,0,Mr,E,0,adult
0,2,1,33,0,0,Mrs,D,0,adult
1,2,0,43,0,0,Mr,T,0,adult
0,2,0,27,0,0,Mr,B,0,adult
1,2,0,7,2,2,Nobleman,D,6,child
0,2,1,30,1,0,Mrs,E,2,adult
0,1,0,39,0,0,Mr,E,0,adult
1,2,1,32,0,0,Mrs,D,0,adult
0,2,0,51,1,0,Rev,A,2,adult
0,2,1,36,0,0,Mrs,D,0,adult
0,1,1,37,5,2,Mrs,D,8,adult
0,2,0,19,0,0,Mr,A,0,adult
0,1,0,27,0,0,Mr,B,0,adult
1,1,0,39,0,0,Mr,B,0,adult
1,2,0,25,0,0,Mr,D,0,adult
0,3,0,28,0,0,Mr,A,0,adult
1,2,0,32,0,0,Mr,D,0,adult
1,2,1,39,1,3,Mrs,D,5,adult
1,3,1,28,1,0,Mrs,D,2,adult
0,2,1,33,0,0,Miss,B,0,adult
0,3,1,2,1,2,Miss,D,4,child
0,2,1,33,1,0,Mrs,B,2,adult
1,2,1,8,1,1,Miss,E,4,child
0,1,1,24,0,0,Miss,D,0,adult
1,1,1,23,0,0,Mrs,D,0,adult
0,1,1,49,0,0,Mrs,D,0,adult
0,2,0,34,0,1,Military,A,2,adult
0,1,1,10,5,2,Miss,D,8,child
0,2,1,27,0,0,Miss,D,0,adult
1,2,1,10,1,1,Miss,A,4,child
0,2,0,44,0,0,Rev,C,0,adult
0,3,1,30,0,0,Mrs,D,0,adult
0,1,0,43,0,0,Mr,B,2,adult
1,1,0,31,0,0,Mr,A,0,adult
1,3,0,34,1,0,Mr,E,2,adult
0,1,0,32,0,0,Mr,E,0,adult
0,3,0,5,0,1,Nobleman,B,2,child
1,2,0,50,0,0,Mr,E,0,adult
0,2,0,58,0,0,Mr,T,0,adult
1,3,1,25,0,0,Miss,D,0,adult
0,3,0,6,5,1,Nobleman,B,7,child
0,2,0,18,0,0,Mr,B,0,adult
0,2,0,31 ?,0,0,Mr,B,0,adult
0,3,0,23,0,0,Mr,B,0,adult
0,2,0,39,0,0,Mr,D,0,adult
0,2,1,19,0,0,Miss,D,0,adult
0,2,0,44,0,0,Mr,B,0,adult
1,2,1,32,0,0,Mrs,B,0,adult
0,3,0,18,0,0,Mr,E,0,adult
0,3,0,20,0,0,Mr,B,0,adult
0,2,0,48,0,0,Mr,D,0,adult
0,3,0,24,0,0,Mr,B,0,adult
0,1,0,32,0,0,Mr,D,3,adult
0,2,1,49,1,0,Mrs,B,2,adult
1,1,0,36,0,0,Mr,D,0,adult
0,1,1,26,0,0,Miss,D,5,adult
1,2,1,25,0,0,Miss,B,0,adult
0,1,1,55,0,2,Mrs,D,3,adult
0,1,1,36,0,0,Miss,B,3,adult
0,1,0,29,0,0,Mr,D,0,adult
1,2,1,32,0,1,Mrs,C,2,adult
1,2,0,0.75,0,1,Nobleman,E,2,child
0,3,0,30,0,0,Mr,D,0,adult
0,1,0,21,0,0,Mr,D,0,adult
1,2,0,27,0,0,Mr,E,0,adult
1,1,0,38,0,0,Mr,E,0,adult
1,2,1,31,0,0,Miss,E,0,adult
0,3,1,33,1,2,Mrs,D,4,adult
0,3,0,24,0,0,Mr,E,0,adult
0,3,0,37,0,0,Mr,B,0,adult
0,1,0,33,0,0,Mr,E,0,adult
1,1,0,45,0,0,Mr,B,0,adult
0,2,1,10,1,1,Miss,B,3,child
1,2,0,42,0,0,Mr,A,0,adult
0,1,1,2.5,3,2,Miss,E,8,child
0,2,1,4,2,2,Miss,D,5,child
0,3,1,0.83,2,2,Miss,B,5,child
1,2,0,36,0,0,Mr,B,0,adult
0,2,0,59,1,0,Mr,E,2,adult
0,3,1,5,5,1,Miss,D,7,child
0,1,1,45,0,1,Mrs,A,2,adult
1,3,0,32,0,0,Mr,E,0,adult
0,2,0,59,0,0,Mr,B,0,adult
0,3,0,32,1,1,Mr,B,3,adult
0,3,0,38,0,0,Mr,D,0,adult
1,3,0,48,1,0,Mr,B,2,adult
1,1,0,59,0,0,Mr,B,0,adult
1,1,1,41,1,0,Mrs,D,3,adult
0,2,0,1.4,0,1,Nobleman,D,2,child
1,3,0,26,0,0,Mr,D,0,adult
0,3,1,35,0,3,Mrs,D,4,adult
0,3,0,72,0,0,Mr,B,0,adult
1,3,0,28,0,0,Mr,T,0,adult
0,2,0,53,1,1,Mr,D,3,adult
0,1,0,47,0,0,Mr,E,0,adult
1,3,0,30,0,0,Mr,B,0,adult
1,3,0,29,0,0,Mr,B,0,adult
1,2,0,46,0,0,Mr,C,0,adult
0,2,1,19,0,0,Miss,E,0,adult
0,3,1,49,1,0,Mrs,B,2,adult
0,2,1,39,0,0,Miss,C,0,adult
0,2,0,62,0,0,Mr,D,0,adult
1,2,0,27,0,0,Mr,B,2,adult
1,3,1,30,0,0,Miss,B,0,adult
0,1,0,30,1,0,Mr,B,3,adult
0,2,0,55,1,5,Mr,D,7,adult
0,2,1,33,0,0,Miss,B,2,adult
0,3,0,73,0,0,Mr,B,0,adult
0,2,0,41,1,0,Mr,B,2,adult
0,2,0,35,0,0,Mr,B,0,adult
1,2,1,41,1,0,Miss,E,2,adult
0,1,1,24,0,0,Miss,B,0,adult
0,2,1,26,0,0,Mrs,D,0,adult
0,3,1,32,1,1,Mrs,B,3,adult
0,2,0,11,2,2,Nobleman,A,5,child
0,3,0,27,0,0,Mr,E,0,adult
0,3,0,46,0,0,Mr,E,0,adult
0,2,0,63 (51?),1,0,Mr,B,2,adult
1,2,1,24,0,1,Mrs,D,2,adult
0,3,0,30,0,0,Mr,B,0,adult
0,2,0,8,3,1,Nobleman,A,7,child
0,3,1,28,0,0,Mrs,E,0,adult
1,3,0,28,0,0,Mr,B,0,adult
0,2,0,4,0,2,Nobleman,B,3,child
0,3,0,32,0,0,Mr,B,0,adult
0,1,0,41,0,0,Military,A,0,adult
0,1,0,8,1,1,Nobleman,D,3,child
0,3,1,33,0,1,Mrs,B,2,adult
0,2,1,0.2,0,2,Miss,C,3,child
0,2,1,0.5,0,2,Miss,A,3,child
0,2,0,44,0,0,Mr,E,0,adult
0,3,0,30,0,0,Mr,D,0,adult
1,1,0,35,0,0,Mr,B,0,adult
0,1,0,5,1,2,Nobleman,A,4,child
0,2,1,39,1,0,Mrs,B,2,adult
0,3,0,41,0,0,Mr,B,0,adult
0,1,1,38,1,0,Mrs,A,2,adult
1,2,1,33,1,2,Mrs,B,7,adult
0,2,0,27,1,1,Mr,E,4,adult
0,3,0,27,0,0,Mr,D,0,adult
1,1,0,5,3,2,Nobleman,E,8,child
1,3,1,34,0,0,Miss,E,0,adult
0,2,0,27,0,0,Mr,D,0,adult
1,1,0,46,0,0,Mr,D,0,adult
1,3,0,50,0,0,Mr,D,0,adult
0,3,1,24,0,0,Miss,B,0,adult
0,2,0,31,1,0,Mr,D,2,adult
0,2,0,6,0,2,Nobleman,B,3,child
1,3,0,27,0,0,Mr,D,0,adult
0,3,1,2.5,2,2,Miss,D,5,child
0,3,0,38,0,0,Mr,D,0,adult
0,2,1,38,1,2,Mrs,D,5,adult
1,1,0,40,0,0,Mr,B,2,adult
0,2,1,28,0,0,Mrs,C,2,adult
0,3,0,35,0,0,Mr,B,0,adult
0,1,0,39,0,0,Mr,B,0,adult
0,3,0,0.83,0,2,Nobleman,D,6,child
0,2,1,52,0,0,Mrs,D,0,adult
0,3,0,22,0,0,Mr,D,0,adult
1,2,0,30,0,0,Mr,T,0,adult
0,1,0,3,0,2,Nobleman,D,3,child
1,2,1,30,0,0,Miss,T,0,adult
0,2,0,0.5,0,0,Nobleman,B,0,child
1,1,1,25,1,0,Miss,E,2,adult
0,2,1,50,0,0,Miss,B,2,adult
1,2,1,27,2,1,Mrs,E,4,adult
0,3,1,7,2,1,Miss,E,4,child
0,1,0,33,1,2,Mr,A,4,adult
0,2,0,28,0,0,Mr,D,0,adult
0,1,0,29,1,0,Mr,B,2,adult
0,2,0,28,0,0,Mr,B,0,adult
0,2,1,30,0,0,Miss,B,3,adult
1,2,1,21,1,0,Miss,T,2,adult
1,3,0,28,1,0,Mr,B,2,adult
0,3,0,40,0,0,Mr,B,9,adult
0,3,1,38,1,0,Miss,B,2,adult
1,2,1,34,1,0,Mrs,B,2,adult
0,2,0,43,0,0,Mr,B,0,adult
1,1,0,57,0,0,Mr,B,3,adult
0,1,1,24,0,0,Miss,A,0,adult
0,2,1,29,0,1,Mrs,E,2,adult
0,2,0,26,1,0,Mr,A,2,adult
0,2,1,30,1,0,Miss,D,2,adult
1,2,1,21,1,1,Mrs,T,3,adult
0,2,0,35,0,0,Mr,C,0,adult
