survived,pclass,sex,age,sibsp,parch,fare,embarked,title,deck,family_size,family_sizeC,Child
1,1,female,29,0,0,211.3375,S,Miss,B,0,Single,Adult
1,1,male,0.9167,1,2,151.55,S,Nobleman,C,3,Small,Child
0,1,female,2,1,2,151.55,S,Miss,C,3,Small,Child
0,1,male,30,1,2,151.55,S,Mr,C,3,Small,Adult
0,1,female,25,1,2,151.55,S,Mrs,C,3,Small,Adult
1,1,male,48,0,0,26.55,S,Mr,E,0,Single,Adult
1,1,female,63,1,0,77.9583,S,Miss,D,1,Single,Adult
0,1,male,39,0,0,0,S,Mr,A,0,Single,Adult
1,1,female,53,2,0,51.4792,S,Mrs,C,2,Small,Adult
0,1,male,71,0,0,49.5042,C,Mr,C,0,Single,Adult
0,1,male,47,1,0,227.525,C,Military,C,1,Single,Adult
1,1,female,18,1,0,227.525,C,Mrs,C,1,Single,Adult
1,1,female,24,0,0,69.3,C,Miss,B,0,Single,Adult
1,1,female,26,0,0,78.85,S,Miss,E,0,Single,Adult
1,1,male,80,0,0,30,S,Mr,A,0,Single,Adult
0,1,male,42,0,0,25.925,S,Mr,C,0,Single,Adult
0,1,male,24,0,1,247.5208,C,Mr,B,1,Single,Adult
1,1,female,50,0,1,247.5208,C,Mrs,B,1,Single,Adult
1,1,female,32,0,0,76.2917,C,Miss,D,0,Single,Adult
0,1,male,36,0,0,75.2417,C,Mr,C,0,Single,Adult
1,1,male,37,1,1,52.5542,S,Mr,D,2,Small,Adult
1,1,female,47,1,1,52.5542,S,Mrs,D,2,Small,Adult
1,1,male,26,0,0,30,C,Mr,C,0,Single,Adult
1,1,female,42,0,0,227.525,C,Miss,C,0,Single,Adult
1,1,female,29,0,0,221.7792,S,Miss,C,0,Single,Adult
0,1,male,25,0,0,26,C,Mr,C,0,Single,Adult
1,1,male,25,1,0,91.0792,C,Mr,B,1,Single,Adult
1,1,female,19,1,0,91.0792,C,Mrs,B,1,Single,Adult
1,1,female,35,0,0,135.6333,S,Miss,C,0,Single,Adult
1,1,male,28,0,0,26.55,S,Mr,C,0,Single,Adult
0,1,male,45,0,0,35.5,S,Mr,T,0,Single,Adult
1,1,male,40,0,0,31,C,Mr,A,0,Single,Adult
1,1,female,30,0,0,164.8667,S,Miss,C,0,Single,Adult
1,1,female,58,0,0,26.55,S,Miss,C,0,Single,Adult
0,1,male,42,0,0,26.55,S,Mr,D,0,Single,Adult
1,1,female,45,0,0,262.375,C,Miss,C,0,Single,Adult
1,1,female,22,0,1,55,S,Miss,E,1,Single,Adult
1,1,male,30,0,0,26.55,S,Mr,C,0,Single,Adult
0,1,male,41,0,0,30.5,S,Mr,A,0,Single,Adult
0,1,male,48,0,0,50.4958,C,Mr,B,0,Single,Adult
0,1,male,39,0,0,39.6,C,Dr,A,0,Single,Adult
1,1,female,44,0,0,27.7208,C,Mrs,B,0,Single,Adult
1,1,female,59,2,0,51.4792,S,Mrs,C,2,Small,Adult
1,1,female,60,0,0,76.2917,C,Mrs,D,0,Single,Adult
1,1,female,41,0,0,134.5,C,Miss,E,0,Single,Adult
0,1,male,45,0,0,26.55,S,Military,B,0,Single,Adult
0,1,male,29,0,0,31,S,Mr,E,0,Single,Adult
1,1,male,42,0,0,26.2875,S,Mr,E,0,Single,Adult
1,1,female,53,0,0,27.4458,C,Mrs,B,0,Single,Adult
1,1,male,36,0,1,512.3292,C,Mr,B,1,Single,Adult
1,1,female,58,0,1,512.3292,C,Mrs,B,1,Single,Adult
0,1,male,33,0,0,5,S,Mr,B,0,Single,Adult
0,1,male,28,0,0,47.1,S,Mr,C,0,Single,Adult
0,1,male,17,0,0,47.1,S,Mr,C,0,Single,Child
1,1,male,11,1,2,120,S,Nobleman,B,3,Small,Child
1,1,female,14,1,2,120,S,Miss,B,3,Small,Child
1,1,male,36,1,2,120,S,Mr,B,3,Small,Adult
1,1,female,36,1,2,120,S,Mrs,B,3,Small,Adult
0,1,male,49,0,0,26,S,Mr,C,0,Single,Adult
1,1,female,55,0,0,27.7208,C,Mrs,C,0,Single,Adult
0,1,male,36,1,0,78.85,S,Mr,C,1,Single,Adult
1,1,female,76,1,0,78.85,S,Mrs,C,1,Single,Adult
0,1,male,46,1,0,61.175,S,Mr,E,1,Single,Adult
1,1,female,47,1,0,61.175,S,Mrs,E,1,Single,Adult
1,1,male,27,1,0,53.1,S,Mr,E,1,Single,Adult
1,1,female,33,1,0,53.1,S,Mrs,E,1,Single,Adult
1,1,female,36,0,0,262.375,C,Miss,B,0,Single,Adult
1,1,female,30,0,0,86.5,S,Miss,B,0,Single,Adult
1,1,male,45,0,0,29.7,C,Mr,A,0,Single,Adult
1,1,female,45,0,1,55,S,Mrs,E,1,Single,Adult
0,1,male,52,0,0,0,S,Mr,A,0,Single,Adult
0,1,male,27,1,0,136.7792,C,Mr,C,1,Single,Adult
1,1,female,26,1,0,136.7792,C,Mrs,C,1,Single,Adult
1,1,female,22,0,0,151.55,S,Miss,D,0,Single,Adult
0,1,male,45,0,0,52,S,Mr,A,0,Single,Adult
0,1,male,47,0,0,25.5875,S,Mr,E,0,Single,Adult
1,1,female,39,1,1,83.1583,C,Miss,E,2,Small,Adult
0,1,male,37,1,1,83.1583,C,Mr,E,2,Small,Adult
1,1,female,64,0,2,83.1583,C,Mrs,E,2,Small,Adult
1,1,female,55,2,0,25.7,S,Mrs,C,2,Small,Adult
0,1,male,62,0,0,26.55,S,Mr,C,0,Single,Adult
0,1,male,70,1,1,71,S,Military,B,2,Small,Adult
1,1,female,36,0,2,71,S,Miss,B,2,Small,Adult
1,1,female,64,1,1,26.55,S,Mrs,B,2,Small,Adult
0,1,male,39,1,0,71.2833,C,Mr,C,1,Single,Adult
1,1,female,38,1,0,71.2833,C,Mrs,C,1,Single,Adult
1,1,male,51,0,0,26.55,S,Mr,E,0,Single,Adult
1,1,male,27,0,0,30.5,S,Mr,C,0,Single,Adult
1,1,female,33,0,0,151.55,S,Miss,B,0,Single,Adult
0,1,male,31,1,0,52,S,Mr,B,1,Single,Adult
1,1,female,27,1,2,52,S,Mrs,B,3,Small,Adult
1,1,male,31,1,0,57,S,Mr,B,1,Single,Adult
1,1,female,17,1,0,57,S,Mrs,B,1,Single,Child
1,1,male,53,1,1,81.8583,S,Dr,A,2,Small,Adult
1,1,male,4,0,2,81.8583,S,Nobleman,A,2,Small,Child
1,1,female,54,1,1,81.8583,S,Mrs,A,2,Small,Adult
0,1,male,50,1,0,106.425,C,Mr,C,1,Single,Adult
1,1,female,27,1,1,247.5208,C,Mrs,B,2,Small,Adult
1,1,female,48,1,0,106.425,C,Mrs,C,1,Single,Adult
1,1,female,48,1,0,39.6,C,Noblewoman,A,1,Single,Adult
1,1,male,49,1,0,56.9292,C,Nobleman,A,1,Single,Adult
0,1,male,39,0,0,29.7,C,Mr,A,0,Single,Adult
1,1,female,23,0,1,83.1583,C,Mrs,C,1,Single,Adult
1,1,female,38,0,0,227.525,C,Miss,C,0,Single,Adult
1,1,female,54,1,0,78.2667,C,Miss,D,1,Single,Adult
0,1,female,36,0,0,31.6792,C,Miss,A,0,Single,Adult
0,1,male,56,0,0,221.7792,S,Mr,C,0,Single,Adult
1,1,female,70,0,0,31.6833,S,Mrs,C,0,Single,Adult
1,1,female,41,0,0,110.8833,C,Miss,B,0,Single,Adult
1,1,male,36,0,0,26.3875,S,Mr,E,0,Single,Adult
0,1,male,30,0,0,27.75,C,Mr,C,0,Single,Adult
1,1,female,24,3,2,263,S,Miss,C,5,Large,Adult
1,1,female,28,3,2,263,S,Miss,C,5,Large,Adult
1,1,female,23,3,2,263,S,Miss,C,5,Large,Adult
0,1,male,19,3,2,263,S,Mr,C,5,Large,Adult
0,1,male,64,1,4,263,S,Mr,C,5,Large,Adult
1,1,female,60,1,4,263,S,Mrs,C,5,Large,Adult
1,1,female,30,0,0,56.9292,C,Miss,E,0,Single,Adult
0,1,male,42,0,0,26.55,S,Mr,D,0,Single,Adult
1,1,male,50,2,0,133.65,S,Dr,E,2,Small,Adult
1,1,male,43,1,0,27.7208,C,Mr,D,1,Single,Adult
1,1,female,39,1,0,133.65,S,Mrs,C,1,Single,Adult
1,1,female,22,0,2,49.5,C,Miss,B,2,Small,Adult
1,1,male,60,1,1,79.2,C,Mr,B,2,Small,Adult
1,1,female,48,1,1,79.2,C,Mrs,B,2,Small,Adult
0,1,male,40,0,0,0,S,Mr,B,0,Single,Adult
0,1,male,37,1,0,53.1,S,Mr,C,1,Single,Adult
1,1,female,35,1,0,53.1,S,Mrs,C,1,Single,Adult
0,1,male,47,0,0,38.5,S,Mr,E,0,Single,Adult
1,1,female,35,0,0,211.5,C,Miss,C,0,Single,Adult
1,1,female,22,0,1,59.4,C,Miss,B,1,Single,Adult
1,1,female,45,0,1,59.4,C,Mrs,D,1,Single,Adult
0,1,male,24,0,0,79.2,C,Mr,B,0,Single,Adult
1,1,male,49,1,0,89.1042,C,Mr,C,1,Single,Adult
1,1,female,50,1,0,89.1042,C,Mrs,C,1,Single,Adult
0,1,male,71,0,0,34.6542,C,Mr,A,0,Single,Adult
1,1,male,53,0,0,28.5,C,Military,C,0,Single,Adult
1,1,female,19,0,0,30,S,Miss,B,0,Single,Adult
0,1,male,38,0,1,153.4625,S,Mr,C,1,Single,Adult
1,1,female,58,0,1,153.4625,S,Mrs,C,1,Single,Adult
1,1,male,23,0,1,63.3583,C,Mr,D,1,Single,Adult
1,1,female,45,0,1,63.3583,C,Mrs,D,1,Single,Adult
0,1,male,46,0,0,79.2,C,Mr,B,0,Single,Adult
1,1,male,25,1,0,55.4417,C,Mr,E,1,Single,Adult
1,1,female,25,1,0,55.4417,C,Mrs,E,1,Single,Adult
1,1,male,48,1,0,76.7292,C,Mr,D,1,Single,Adult
1,1,female,49,1,0,76.7292,C,Mrs,D,1,Single,Adult
0,1,male,38,0,0,42.4,S,Mr,C,0,Single,Adult
0,1,male,45,1,0,83.475,S,Mr,C,1,Single,Adult
1,1,female,35,1,0,83.475,S,Mrs,C,1,Single,Adult
0,1,male,40,0,0,0,S,Mr,B,0,Single,Adult
1,1,male,27,0,0,76.7292,C,Mr,D,0,Single,Adult
1,1,male,34,0,0,30,S,Mr,D,0,Single,Adult
1,1,female,24,0,0,83.1583,C,Miss,C,0,Single,Adult
0,1,male,55,1,1,93.5,S,Mr,B,2,Small,Adult
1,1,female,52,1,1,93.5,S,Mrs,B,2,Small,Adult
0,1,male,42,0,0,42.5,S,Mr,B,0,Single,Adult
0,1,male,65,0,0,51.8625,S,Mr,E,0,Single,Adult
0,1,male,55,0,0,50,S,Mr,C,0,Single,Adult
1,1,female,16,0,1,57.9792,C,Miss,B,1,Single,Child
1,1,female,44,0,1,57.9792,C,Mrs,B,1,Single,Adult
1,1,female,51,1,0,77.9583,S,Mrs,D,1,Single,Adult
0,1,male,42,1,0,52,S,Mr,C,1,Single,Adult
1,1,female,35,1,0,52,S,Mrs,E,1,Single,Adult
1,1,male,35,0,0,26.55,C,Mr,E,0,Single,Adult
1,1,male,38,1,0,90,S,Mr,C,1,Single,Adult
0,1,male,35,0,0,30.6958,C,Mr,C,0,Single,Adult
1,1,female,35,1,0,90,S,Mrs,C,1,Single,Adult
1,1,female,38,0,0,80,,Miss,B,0,Single,Adult
0,1,female,50,0,0,28.7125,C,Miss,C,0,Single,Adult
1,1,male,49,0,0,0,S,Mr,B,0,Single,Adult
0,1,male,46,0,0,26,S,Mr,C,0,Single,Adult
0,1,male,50,0,0,26,S,Mr,E,0,Single,Adult
0,1,male,32.5,0,0,211.5,C,Mr,C,0,Single,Adult
0,1,male,58,0,0,29.7,C,Mr,B,0,Single,Adult
0,1,male,41,1,0,51.8625,S,Mr,D,1,Single,Adult
1,1,female,54,1,0,51.8625,S,Mrs,D,1,Single,Adult
1,1,male,42,1,0,52.5542,S,Mr,D,1,Single,Adult
1,1,female,45,1,0,52.5542,S,Mrs,D,1,Single,Adult
0,1,male,45.5,0,0,26.55,S,Mr,C,0,Single,Adult
1,1,female,39,0,0,211.3375,S,Miss,B,0,Single,Adult
1,1,female,49,0,0,25.9292,S,Dr,D,0,Single,Adult
1,1,female,30,0,0,106.425,C,Miss,C,0,Single,Adult
1,1,male,35,0,0,512.3292,C,Mr,B,0,Single,Adult
0,1,male,32,0,0,27.7208,C,Mr,E,0,Single,Adult
0,1,male,42,0,0,26.55,S,Mr,E,0,Single,Adult
1,1,female,55,0,0,27.7208,C,Mrs,C,0,Single,Adult
1,1,female,16,0,1,39.4,S,Miss,D,1,Single,Child
1,1,female,51,0,1,39.4,S,Mrs,D,1,Single,Adult
0,1,male,29,0,0,30,S,Mr,D,0,Single,Adult
1,1,female,21,0,0,77.9583,S,Miss,D,0,Single,Adult
0,1,male,30,0,0,45.5,S,Mr,C,0,Single,Adult
1,1,female,58,0,0,146.5208,C,Miss,B,0,Single,Adult
1,1,female,15,0,1,211.3375,S,Miss,B,1,Single,Child
0,1,male,30,0,0,26,S,Mr,C,0,Single,Adult
1,1,female,16,0,0,86.5,S,Miss,B,0,Single,Child
1,1,male,47,0,0,29.7,C,Mr,C,0,Single,Adult
0,1,male,19,1,0,53.1,S,Mr,D,1,Single,Adult
1,1,female,18,1,0,53.1,S,Mrs,D,1,Single,Adult
1,1,female,24,0,0,49.5042,C,Miss,C,0,Single,Adult
0,1,male,46,0,0,75.2417,C,Mr,C,0,Single,Adult
0,1,male,54,0,0,51.8625,S,Mr,E,0,Single,Adult
1,1,male,36,0,0,26.2875,S,Mr,E,0,Single,Adult
0,1,male,28,1,0,82.1708,C,Mr,C,1,Single,Adult
1,1,female,33,1,0,82.1708,C,Mrs,D,1,Single,Adult
0,1,male,65,0,0,26.55,S,Mr,E,0,Single,Adult
0,1,male,44,2,0,90,Q,Dr,C,2,Small,Adult
1,1,female,33,1,0,90,Q,Miss,C,1,Single,Adult
1,1,female,37,1,0,90,Q,Mrs,C,1,Single,Adult
1,1,male,30,1,0,57.75,C,Mr,C,1,Single,Adult
0,1,male,55,0,0,30.5,S,Mr,C,0,Single,Adult
0,1,male,47,0,0,42.4,S,Mr,C,0,Single,Adult
0,1,male,37,0,1,29.7,C,Mr,C,1,Single,Adult
1,1,female,31,1,0,113.275,C,Miss,D,1,Single,Adult
1,1,female,23,1,0,113.275,C,Miss,D,1,Single,Adult
0,1,male,58,0,2,113.275,C,Mr,D,2,Small,Adult
1,1,female,19,0,2,26.2833,S,Miss,D,2,Small,Adult
0,1,male,64,0,0,26,S,Mr,C,0,Single,Adult
1,1,female,39,0,0,108.9,C,Noblewoman,C,0,Single,Adult
1,1,male,46,0,0,25.7417,C,Mr,B,0,Single,Adult
1,1,female,22,0,1,61.9792,C,Miss,B,1,Single,Adult
0,1,male,65,0,1,61.9792,C,Mr,B,1,Single,Adult
0,1,male,28.5,0,0,27.7208,C,Mr,D,0,Single,Adult
0,1,male,52,0,0,0,S,Mr,C,0,Single,Adult
0,1,male,45.5,0,0,28.5,S,Mr,C,0,Single,Adult
0,1,male,23,0,0,93.5,S,Mr,B,0,Single,Adult
0,1,male,29,1,0,66.6,S,Mr,C,1,Single,Adult
1,1,female,22,1,0,66.6,S,Mrs,C,1,Single,Adult
0,1,male,18,1,0,108.9,C,Mr,C,1,Single,Adult
1,1,female,17,1,0,108.9,C,Mrs,C,1,Single,Child
1,1,female,30,0,0,93.5,S,Miss,B,0,Single,Adult
1,1,male,52,0,0,30.5,S,Military,C,0,Single,Adult
0,1,male,47,0,0,52,S,Mr,C,0,Single,Adult
1,1,female,56,0,1,83.1583,C,Mrs,C,1,Single,Adult
0,1,male,38,0,0,0,S,Nobleman,C,0,Single,Adult
1,1,male,61,0,0,39.6,S,Mr,B,0,Single,Adult
0,1,male,22,0,0,135.6333,C,Mr,C,0,Single,Adult
0,1,male,30,0,0,227.525,C,Mr,E,0,Single,Adult
1,1,female,43,0,1,211.3375,S,Mrs,B,1,Single,Adult
0,1,male,31,0,0,50.4958,S,Mr,A,0,Single,Adult
1,1,male,45,0,0,26.55,S,Mr,B,0,Single,Adult
0,1,male,34,0,0,50,S,Mr,A,0,Single,Adult
1,1,female,33,0,0,27.7208,C,Miss,A,0,Single,Adult
0,1,male,46,0,0,79.2,C,Mr,B,0,Single,Adult
0,1,male,36,0,0,40.125,C,Mr,A,0,Single,Adult
1,1,female,33,0,0,86.5,S,Noblewoman,B,0,Single,Adult
0,1,male,55,1,0,59.4,C,Mr,C,1,Single,Adult
1,1,female,54,1,0,59.4,C,Mrs,C,1,Single,Adult
0,1,male,33,0,0,26.55,S,Mr,B,0,Single,Adult
1,1,male,13,2,2,262.375,C,Nobleman,B,4,Small,Child
1,1,female,18,2,2,262.375,C,Miss,B,4,Small,Adult
1,1,female,21,2,2,262.375,C,Miss,B,4,Small,Adult
0,1,male,61,1,3,262.375,C,Mr,B,4,Small,Adult
1,1,female,48,1,3,262.375,C,Mrs,B,4,Small,Adult
1,1,male,80,0,0,30.5,S,Mr,C,0,Single,Adult
1,1,female,24,0,0,69.3,C,Miss,B,0,Single,Adult
1,1,male,28,0,0,26,S,Mr,C,0,Single,Adult
1,1,female,35,1,0,57.75,C,Mrs,C,1,Single,Adult
1,1,female,30,0,0,31,C,Miss,C,0,Single,Adult
1,1,male,34,0,0,26.55,S,Mr,E,0,Single,Adult
1,1,female,40,0,0,153.4625,S,Miss,C,0,Single,Adult
1,1,male,35,0,0,26.2875,S,Mr,E,0,Single,Adult
0,1,male,50,1,0,55.9,S,Mr,E,1,Single,Adult
1,1,female,39,1,0,55.9,S,Mrs,E,1,Single,Adult
1,1,male,56,0,0,35.5,C,Military,A,0,Single,Adult
1,1,male,28,0,0,35.5,S,Mr,A,0,Single,Adult
0,1,male,56,0,0,26.55,S,Mr,C,0,Single,Adult
0,1,male,56,0,0,30.6958,C,Mr,A,0,Single,Adult
0,1,male,24,1,0,60,S,Mr,C,1,Single,Adult
0,1,male,45,0,0,26,S,Mr,A,0,Single,Adult
1,1,female,18,1,0,60,S,Mrs,C,1,Single,Adult
1,1,male,24,1,0,82.2667,S,Mr,B,1,Single,Adult
1,1,female,23,1,0,82.2667,S,Mrs,B,1,Single,Adult
1,1,male,6,0,2,134.5,C,Nobleman,E,2,Small,Child
1,1,male,45,1,1,134.5,C,Mr,E,2,Small,Adult
1,1,female,40,1,1,134.5,C,Mrs,E,2,Small,Adult
0,1,male,57,1,0,146.5208,C,Mr,B,1,Single,Adult
1,1,female,48,1,0,146.5208,C,Mrs,B,1,Single,Adult
1,1,male,32,0,0,30.5,C,Dr,B,0,Single,Adult
0,1,male,62,0,0,26.55,S,Mr,C,0,Single,Adult
1,1,male,54,1,0,55.4417,C,Mr,C,1,Single,Adult
1,1,female,43,1,0,55.4417,C,Mrs,C,1,Single,Adult
1,1,female,52,1,0,78.2667,C,Mrs,D,1,Single,Adult
0,1,male,39,0,0,27.7208,C,Mr,B,0,Single,Adult
1,1,female,62,0,0,80,,Mrs,B,0,Single,Adult
0,1,male,67,1,0,221.7792,S,Mr,C,1,Single,Adult
0,1,female,63,1,0,221.7792,S,Mrs,C,1,Single,Adult
0,1,male,61,0,0,32.3208,S,Mr,D,0,Single,Adult
1,1,female,48,0,0,25.9292,S,Mrs,D,0,Single,Adult
1,1,female,18,0,2,79.65,S,Miss,E,2,Small,Adult
0,1,male,52,1,1,79.65,S,Mr,E,2,Small,Adult
1,1,female,39,1,1,79.65,S,Mrs,E,2,Small,Adult
1,1,male,48,1,0,52,S,Mr,C,1,Single,Adult
1,1,female,59,1,0,52,S,Mrs,C,1,Single,Adult
0,1,male,49,1,1,110.8833,C,Mr,C,2,Small,Adult
1,1,male,17,0,2,110.8833,C,Mr,C,2,Small,Child
1,1,female,39,1,1,110.8833,C,Mrs,C,2,Small,Adult
1,1,female,50,0,0,79.2,C,Mrs,E,0,Single,Adult
1,1,male,31,0,0,28.5375,C,Mr,C,0,Single,Adult
0,1,male,40,0,0,27.7208,C,Nobleman,B,0,Single,Adult
0,1,male,61,0,0,33.5,S,Mr,B,0,Single,Adult
0,1,male,47,0,0,34.0208,S,Mr,D,0,Single,Adult
1,1,female,35,0,0,512.3292,C,Miss,B,0,Single,Adult
0,1,male,64,1,0,75.25,C,Mr,D,1,Single,Adult
1,1,female,60,1,0,75.25,C,Mrs,D,1,Single,Adult
0,1,male,60,0,0,26.55,S,Military,B,0,Single,Adult
0,1,male,54,0,1,77.2875,S,Mr,D,1,Single,Adult
0,1,male,21,0,1,77.2875,S,Mr,D,1,Single,Adult
1,1,female,55,0,0,135.6333,C,Mrs,C,0,Single,Adult
1,1,female,31,0,2,164.8667,S,Miss,C,2,Small,Adult
0,1,male,57,1,1,164.8667,S,Mr,B,2,Small,Adult
1,1,female,45,1,1,164.8667,S,Mrs,B,2,Small,Adult
0,1,male,50,1,1,211.5,C,Mr,C,2,Small,Adult
0,1,male,27,0,2,211.5,C,Mr,C,2,Small,Adult
1,1,female,50,1,1,211.5,C,Mrs,C,2,Small,Adult
1,1,female,21,0,0,26.55,S,Miss,B,0,Single,Adult
0,1,male,51,0,1,61.3792,C,Mr,B,1,Single,Adult
1,1,male,21,0,1,61.3792,C,Mr,E,1,Single,Adult
0,1,male,55,0,0,35,S,Mr,C,0,Single,Adult
1,1,female,31,0,0,134.5,C,Miss,E,0,Single,Adult
